cliente_id,nombre,fecha_registro,segmento_calculado,pedidos_3m
112542,Sol Río,2021-06-22,regular,2
109491,Evelia Mascaró López,2022-04-14,nuevo,1
100942,Wilfredo Alcolea Plana,2022-07-12,nuevo,0
110742,Ovidio Alberdi-Mata,2020-04-03,regular,3
103347,Cloe Anna Vidal Rosell,2023-03-15,nuevo,1
102658,Samuel Manuel Casado Vázquez,2020-07-13,nuevo,0
115219,Amor Rozas Gallart,2022-05-14,nuevo,0
110156,José Manuel Jordá Vazquez,2021-06-25,nuevo,0
105327,Itziar Verdejo Ugarte,2021-09-26,nuevo,0
110183,Zoraida Huguet-Alvarez,2021-06-03,nuevo,1
106579,Olegario Baños Pascual,2020-12-14,nuevo,0
102800,Loida Abril Zorrilla,2023-09-07,regular,2
104307,Eligia Portero Solsona,2023-10-04,regular,2
111266,Amor Tormo Rosales,2023-05-31,nuevo,1
113096,Clotilde Etelvina Jerez Villalba,2024-06-17,nuevo,0
107245,Mohamed Martín,2021-04-29,nuevo,1
100299,Guiomar Fábregas Castillo,2023-09-21,regular,2
109242,Clímaco Guitart Dominguez,2023-11-13,nuevo,0
112706,Simón Franch Pont,2021-11-25,regular,2
103824,Ramona de Sabater,2020-10-02,nuevo,1
114035,Saturnino Isaías Cortes Bustamante,2022-03-17,nuevo,0
107978,Albina Barrera Solsona,2022-02-21,nuevo,1
104040,Odalis Carreras Montalbán,2020-11-16,nuevo,0
110185,Dolores Oliva Quevedo,2023-04-29,nuevo,0
111998,José María Ángel Vara,2021-07-03,nuevo,1
101500,Irma Manzano Terrón,2022-08-31,nuevo,0
103513,Rosario Ariel Martín Aragón,2023-04-24,nuevo,0
108845,Roberta Bauzà Murcia,2021-09-17,nuevo,1
106829,Adoración Romeu Blanca,2021-12-17,nuevo,1
107131,Gaspar Clavero Aroca,2020-09-24,nuevo,0
111447,Sofía Beltrán Caballero,2024-07-01,nuevo,1
109543,Jose Angel Urrutia Andreu,2024-01-19,nuevo,1
104086,Amancio Ferreras-Gual,2024-05-08,nuevo,1
100243,Olimpia Pilar Arroyo Adadia,2023-03-06,nuevo,0
113533,Calixta Torrecilla Folch,2024-02-17,nuevo,1
101645,Merche Llano Taboada,2020-09-16,nuevo,0
107372,Adoración Cerro Morante,2021-04-16,nuevo,0
109819,Sara Diaz,2020-06-28,nuevo,0
105595,Felix Guzman,2020-11-05,nuevo,0
111673,Daniela Anselma Cruz Guerra,2022-04-11,nuevo,0
110664,Nadia Jacinta Cabrero Feijoo,2020-08-05,regular,2
105232,Evaristo Valcárcel Cordero,2024-02-23,nuevo,0
102077,Morena Canales-Antúnez,2021-01-15,nuevo,1
104104,León Portillo Azorin,2023-07-31,nuevo,0
107494,Marc Sánchez Casanovas,2020-11-15,nuevo,0
109044,Melania Yésica Gabaldón Huertas,2022-04-07,nuevo,0
105969,Daniela Yáñez Gonzalo,2022-09-24,nuevo,1
113011,Asunción Lillo Serra,2023-10-15,nuevo,0
112485,Socorro Gutierrez,2021-04-16,regular,2
103967,Santiago Tolosa Carlos,2022-11-10,regular,2
110779,Manuelita Reyna Batlle Martinez,2022-12-02,regular,2
115234,Griselda Ruiz Palau,2022-12-23,nuevo,0
114607,Sonia de Larrañaga,2021-07-11,nuevo,0
106755,Consuelo España Martín,2024-07-07,nuevo,0
110329,Agustín Conesa Fábregas,2024-04-09,regular,2
109459,Noé Sebastián Hernández,2021-07-09,nuevo,1
112950,Haydée Rocamora Ramirez,2023-07-10,nuevo,0
104079,Ana Laguna Llano,2023-08-28,nuevo,0
107755,Maite del Cadenas,2021-11-05,nuevo,0
108833,Alicia Catalá Amat,2022-02-19,regular,3
108833,Alicia Catalá Amat,2022-02-19,regular,3
102779,Gloria Benítez Rebollo,2021-02-02,nuevo,1
104604,Modesto Sevilla-Almazán,2023-05-26,regular,2
104933,Paula Río Vives,2024-03-14,nuevo,0
101986,Camila Arce Lumbreras,2024-05-17,nuevo,1
103862,Erasmo Carnero Calzada,2022-12-03,nuevo,1
107775,Manu Machado-Galan,2021-10-15,nuevo,0
107775,Manu Machado-Galan,2021-10-15,nuevo,0
100326,Teobaldo Gomila,2022-12-31,nuevo,0
114612,Begoña Mínguez Cortes,2021-12-25,nuevo,1
106395,Zacarías Iker Arribas Río,2021-03-11,nuevo,0
104055,Valentina Lerma Cabrera,2023-04-29,nuevo,0
102238,Marcial del Casas,2022-06-23,nuevo,1
105230,Clarisa Costa Sancho,2023-09-16,nuevo,1
104572,Gala Cuéllar Puga,2023-04-04,regular,2
108977,Segismundo Gustavo Solera Céspedes,2022-07-04,regular,2
107455,Leonor Arranz,2022-05-25,nuevo,1
101269,Dorita Corral Aparicio,2021-05-05,nuevo,1
100865,Jimena Flores-Juan,2022-09-19,nuevo,1
104943,Marciano Cid Llorente,2023-02-04,regular,2
102254,Luis Guiomar Posada Vázquez,2021-09-05,nuevo,0
106011,Cayetana de Casal,2022-07-05,nuevo,0
106912,Socorro Carretero Vicente,2024-08-03,nuevo,1
111033,Isidro Cózar Ferrándiz,2022-06-28,nuevo,0
106999,Leoncio Ramirez Peralta,2022-06-21,nuevo,1
100372,Félix Solano Solís,2024-02-05,nuevo,0
111377,Juana de Ribes,2021-12-31,regular,2
107941,Cosme del Uría,2024-04-08,nuevo,0
100610,Tecla Valero,2023-08-19,nuevo,1
104652,Wilfredo Díez Tenorio,2023-01-02,nuevo,0
113028,Feliciano Murcia Ugarte,2022-05-31,nuevo,0
108873,Darío de Adadia,2023-08-12,nuevo,0
112140,Nerea Flavia Vallés Patiño,2020-04-30,nuevo,0
115021,Juan Antonio Macías-Pedrero,2020-09-04,nuevo,0
111702,Fito Mercader Guardiola,2021-05-15,nuevo,0
102365,Américo Avilés Cobos,2020-09-01,nuevo,0
107767,Chus del Bustamante,2020-03-12,nuevo,0
107149,Carlos Arregui Ferrán,2023-01-19,nuevo,0
109104,Goyo Ortiz Menéndez,2022-03-12,regular,2
103790,Efraín Vall Quirós,2021-07-28,nuevo,0
111361,Gabino Valenzuela Company,2021-01-27,nuevo,1
105582,Lino del Vila,2020-03-05,nuevo,0
112446,Carmelita Roig Marin,2024-06-25,nuevo,0
105061,Ana Sofía Montaña Taboada,2022-01-16,nuevo,0
101532,Hilda Estrada Jerez,2023-05-04,nuevo,1
101532,Hilda Estrada Jerez,2023-05-04,nuevo,1
113710,Silvia Corral Leiva,2022-10-29,nuevo,0
108672,Ani Porta Mayo,2023-07-12,regular,2
100663,Tomás Manso-Vilalta,2023-08-30,nuevo,0
111125,Abigaíl Mulet Talavera,2022-10-27,nuevo,0
110591,Luisina Agullo Exposito,2021-02-02,nuevo,1
109312,Isidora de Burgos,2024-03-14,nuevo,0
102777,María Dolores Prada,2022-05-09,nuevo,0
104536,Calixto Fuertes Aranda,2021-09-15,nuevo,0
107190,Horacio Noguera Español,2021-06-16,nuevo,0
110096,Daniel de Ugarte,2022-03-27,nuevo,0
105574,Felicidad Quesada-Alberdi,2023-06-18,nuevo,1
106136,Victoriano Serna Niño,2022-11-11,nuevo,0
104428,Rómulo Zorrilla Navas,2022-04-02,nuevo,0
105248,Roque Acuña Olmo,2022-01-20,nuevo,0
114103,Enrique Arellano Nieto,2024-04-07,nuevo,1
103982,Felipa Ribes Solano,2022-12-05,nuevo,0
107826,Esther Amada Jaén Porta,2023-12-29,nuevo,0
102670,Julia de Mata,2021-10-05,nuevo,1
103978,Federico Herrera Llopis,2023-10-09,nuevo,0
100280,Verónica del Abril,2022-04-25,nuevo,0
114836,Amador Valverde Navarro,2023-12-03,nuevo,0
108719,Gerardo Salas Arjona,2020-09-21,nuevo,0
107453,Victor Taboada Rebollo,2021-10-18,nuevo,0
105198,Marisela Asunción Jaén Vega,2022-03-10,nuevo,0
113891,María Castejón Peña,2024-04-24,regular,2
114508,Luisina Ortiz Amores,2023-01-25,nuevo,1
104156,Chema Rebollo Iglesias,2022-08-06,nuevo,0
111804,Espiridión Soler,2023-01-23,nuevo,0
104884,Jeremías Onofre Alegre Calderon,2023-08-29,nuevo,1
105808,Maribel Rosario Nadal Fonseca,2022-09-01,nuevo,0
103810,Francisca Mariscal Silva,2022-07-21,nuevo,1
108714,Domingo Moliner Santamaria,2021-07-17,nuevo,1
109587,Hilario Diez,2022-04-23,nuevo,1
104684,Maite Hidalgo-Duarte,2023-08-29,nuevo,0
110581,Evaristo Nieto Rosales,2021-06-28,nuevo,1
113105,Ana Belén Salinas,2020-04-26,nuevo,0
105594,Severo Roig-Palomo,2023-04-24,nuevo,0
111229,Gilberto Frutos Valenzuela,2023-12-13,nuevo,1
106898,Goyo de Grande,2021-07-17,nuevo,0
104564,Amílcar Marcos Valverde,2021-03-23,nuevo,0
108377,Samu Quirós-Sedano,2022-03-10,nuevo,0
109637,Baltasar Escudero Tenorio,2020-09-25,regular,2
114345,Daniel Noguera Múñiz,2022-04-02,nuevo,0
101270,Jose Luis Moya-Robledo,2022-10-22,regular,2
102351,Rosaura Pablo-Bárcena,2022-01-29,nuevo,1
108746,Esteban Macias Solano,2022-05-05,nuevo,0
101385,Armando Bonet Carbonell,2022-09-26,nuevo,0
109738,Norberto Pascual Guillen,2023-07-09,nuevo,1
109037,Alonso de Villegas,2023-02-09,nuevo,0
105857,Haydée Ainara Botella Tejera,2022-05-14,nuevo,0
100298,Conrado Baños Polo,2024-04-27,nuevo,0
108636,Amarilis Manrique Lucas,2020-11-16,nuevo,0
113707,Juan José Pou Salmerón,2024-02-09,nuevo,0
104643,Fabio Rafa Querol Montaña,2021-05-21,nuevo,0
104643,Fabio Rafa Querol Montaña,2021-05-21,nuevo,0
110215,Florentina Bauzà-Mendizábal,2024-03-25,nuevo,0
102078,Angelina Cerdá Salas,2021-04-23,nuevo,0
109736,Isidro Parra Pinedo,2021-10-23,nuevo,1
112422,Eleuterio Heras Clavero,2020-10-07,regular,2
102230,Baldomero Santiago,2022-05-09,nuevo,1
102843,Gabriela Goicoechea Galindo,2023-03-18,nuevo,1
102538,Belén Alberdi-Diez,2021-07-01,nuevo,0
100195,Marcos Arellano Escolano,2023-09-02,nuevo,0
112912,Gema Valenzuela Juan,2024-05-23,nuevo,0
107363,Encarna Ropero Cantón,2023-12-04,nuevo,0
106637,Nicolasa Irma Olivé Estrada,2023-04-14,nuevo,0
107499,César Valencia Catalán,2020-09-30,nuevo,0
111278,Tadeo Calzada Mínguez,2022-02-25,nuevo,0
104043,María Belén Paola Blanco Gonzalo,2023-07-26,nuevo,1
106554,Irma Judith Coloma Batalla,2020-05-19,nuevo,0
113651,Guadalupe Fuster Bernal,2021-04-15,nuevo,0
105506,Amor Ildefonso Batalla Alcázar,2024-05-09,nuevo,0
106855,Miguela Solera Pedrosa,2021-01-27,nuevo,0
106762,Luciano Virgilio Burgos Palacios,2022-07-28,nuevo,0
105301,Anabel Lloret Vila,2023-11-08,nuevo,1
112015,Nando Aller Valera,2021-02-26,nuevo,1
100321,Gloria Bertrán Olivé,2022-02-24,nuevo,0
107136,Galo Cervera Araujo,2021-06-22,nuevo,1
101372,Bienvenida Ángel Sevillano,2023-01-14,nuevo,0
111958,Claudio Colom Peláez,2021-04-23,nuevo,1
111958,Claudio Colom Peláez,2021-04-23,nuevo,1
102655,Fátima Garcés,2022-08-18,nuevo,0
109100,Jose Francisco Jaume Martinez,2020-07-31,regular,2
110874,Modesta Piñol Lerma,2021-11-20,nuevo,1
103399,Nicodemo Castellanos Peral,2020-03-24,regular,4
108533,Bernardo Bustamante-Romeu,2024-03-10,nuevo,0
109964,Marisol Carbonell Caballero,2023-12-13,nuevo,0
114658,Cleto Grande Sala,2022-10-12,nuevo,1
114640,Abigaíl Narváez Doménech,2023-10-26,nuevo,1
113076,Amanda Valverde Bayona,2022-03-10,nuevo,0
100927,Lorena del Arroyo,2023-12-31,nuevo,0
100245,Amelia Fabregat Comas,2021-06-13,nuevo,0
107470,Dionisia Zorrilla Vendrell,2022-12-26,nuevo,0
108208,Luciano Abad Palmer,2021-03-06,nuevo,1
100144,Jose Francisco Bustos Mas,2022-12-04,nuevo,0
105984,Mario Quevedo Bermúdez,2020-08-10,regular,3
108152,Evaristo de Pujadas,2022-03-18,nuevo,0
102364,Simón Miró-Pelayo,2020-03-10,nuevo,0
100130,Priscila Tejada Marí,2020-03-26,nuevo,0
101162,Jacinta Matilde Barberá Moles,2022-08-03,nuevo,0
110796,Miguel Luís Luz,2023-06-07,nuevo,1
115244,América Cal-Mas,2023-04-20,nuevo,1
105954,Martina Salom-Alcántara,2022-03-30,nuevo,1
100288,Ale Cardona Cisneros,2020-03-31,nuevo,0
114653,Maribel Alemán Criado,2023-11-26,nuevo,1
105309,Rosalina Pablo Campos,2023-09-02,nuevo,0
113674,Juan Santiago Folch,2022-07-16,nuevo,1
108682,Arturo Mayol Navarro,2023-12-10,nuevo,0
101171,Cirino de Roura,2023-09-01,nuevo,0
113539,Nieves de Robledo,2020-11-15,nuevo,0
109542,Clarisa Morante,2024-07-16,nuevo,1
106793,Gabriela Eusebia Peiró Novoa,2022-07-13,nuevo,0
111400,Candela del Díaz,2024-03-03,nuevo,0
101860,Vera Alcántara Alcántara,2020-06-05,nuevo,1
113140,Toribio del Álamo,2023-01-30,nuevo,0
110290,Ana Belén Coloma Gonzalez,2020-07-16,nuevo,1
106782,Bartolomé Escalona,2023-05-11,nuevo,1
109858,Alfredo Girón Torrijos,2021-06-29,nuevo,0
112079,Nereida Ojeda Millán,2020-10-01,regular,2
103122,Merche Figueras Coloma,2024-04-19,nuevo,0
108580,Remigio Vázquez Puerta,2020-04-15,nuevo,0
101312,Cecilia Moliner,2022-03-12,nuevo,0
101033,Reyna Collado Cobo,2021-04-14,nuevo,0
108340,Baldomero Alcalá,2024-03-19,nuevo,0
110395,Melchor Pellicer Luján,2020-07-27,nuevo,0
106383,Berto Dimas Torrent Santana,2023-08-17,nuevo,0
107911,Gustavo Sanmartín Cuervo,2022-12-16,nuevo,1
100932,Silvio Quintero-Guerrero,2021-02-18,nuevo,1
100692,Feliciano Villalonga Ferrández,2021-06-22,nuevo,0
110288,Pili del Gargallo,2023-01-04,nuevo,0
106365,Zaira Lluch Pallarès,2024-02-09,nuevo,1
101910,Verónica Azcona Miranda,2022-08-02,nuevo,1
109022,Pánfilo Valcárcel-Tamarit,2023-12-01,nuevo,1
113889,Isa del Pomares,2024-08-20,nuevo,1
114714,Rosalía Armas Carpio,2023-04-06,nuevo,0
100045,Ana Belén Jódar,2023-10-25,nuevo,0
103940,Crescencia del Arranz,2023-03-16,nuevo,1
108478,Marcial Marino Pulido Aznar,2020-11-09,nuevo,0
108478,Marcial Marino Pulido Aznar,2020-11-09,nuevo,0
107109,Susanita de Macías,2022-11-30,nuevo,0
109593,Amanda Vicente Baró,2023-10-09,nuevo,0
104320,Antonio de Álvarez,2024-05-11,nuevo,0
102966,Aarón Mulet Tello,2022-01-24,nuevo,0
103970,Berta de Diéguez,2024-08-29,nuevo,1
109380,Felisa Cueto,2022-04-18,nuevo,1
114272,Malena Gimeno Tur,2023-02-05,nuevo,0
113407,Marina Jaume Perera,2024-08-21,regular,2
107479,Paulino Bolaños Ródenas,2023-07-24,nuevo,0
106309,Estrella Calvo,2022-05-03,nuevo,1
104160,Teresita de Campo,2021-01-25,nuevo,1
103093,Perlita Gómez Córdoba,2021-12-28,nuevo,0
113315,Begoña Duran Lobato,2021-11-07,nuevo,0
107955,Adelaida Llobet,2023-03-22,nuevo,0
105556,Mayte Andrade Marquez,2022-05-23,nuevo,0
103983,Bernardino Puga Pedro,2022-01-28,nuevo,0
110310,Celia Guitart Juárez,2023-06-12,nuevo,1
106941,Bibiana Ugarte Almeida,2023-07-16,nuevo,1
101405,Aroa de Luz,2020-04-09,nuevo,0
103196,Bonifacio de Nevado,2020-08-22,nuevo,1
109808,Marina Nerea Rivas Sans,2022-11-25,nuevo,0
110657,Santos Sevillano Calderon,2022-01-05,nuevo,1
110122,Evaristo Pedrero Serrano,2024-07-14,nuevo,0
100970,Alfonso Jacinto Asensio Frutos,2021-06-28,nuevo,1
112633,Borja Maestre Verdejo,2023-05-11,nuevo,0
106544,Vera Moya-Donoso,2021-12-07,nuevo,0
109118,Bibiana Polo Cobos,2022-01-06,nuevo,1
102844,Jafet Sevilla Peña,2020-10-11,regular,2
102852,Luisa Botella Pera,2023-07-02,nuevo,0
112825,Arcelia Novoa Sala,2020-03-23,nuevo,0
113256,Ale Vall Izquierdo,2023-10-21,nuevo,1
105957,Corona Mir,2024-07-27,nuevo,0
111021,Baltasar del Maza,2021-08-31,nuevo,0
112418,Amada Echevarría Rivero,2022-01-17,nuevo,1
104472,Adelaida Mate Meléndez,2020-08-08,nuevo,1
110139,,2020-04-28,nuevo,0
112497,Aureliano Sosa Castejón,2021-02-21,nuevo,1
101790,Jose Coloma,2023-08-21,nuevo,1
102060,Melisa Losa Torrijos,2024-02-01,nuevo,1
107144,Dorotea del Sanz,2023-11-16,nuevo,1
110057,Domitila Matas Lucena,2021-03-02,nuevo,0
101903,Omar Bru Cuervo,2023-10-21,nuevo,0
104687,Pánfilo Landa Iñiguez,2023-07-16,nuevo,0
110529,Amparo Montserrat Arnal,2022-05-02,regular,2
108091,María Belén del Aguilar,2021-03-24,nuevo,0
104923,Adelia Cuevas-Cabrera,2023-10-13,nuevo,0
106786,Loreto Nogueira Sáez,2022-12-11,nuevo,0
113854,Eugenia Albero Báez,2020-03-30,nuevo,0
109549,Baldomero Font,2021-05-24,nuevo,0
100076,Trinidad Contreras Cervantes,2022-09-13,nuevo,0
102346,Ágata Romeu-Gilabert,2023-09-21,nuevo,1
106448,Íngrid Téllez Solís,2021-09-08,nuevo,1
108431,Noé Gallardo Querol,2023-08-25,nuevo,0
108623,Gabino Nicolás Jara,2023-04-27,nuevo,0
104587,Merche Fábregas Tur,2022-04-29,nuevo,1
114984,Natanael de Bermejo,2024-06-18,nuevo,0
110030,Amílcar Canals Palomo,2023-05-17,nuevo,1
109698,Ruperto Mena Doménech,2023-10-19,nuevo,0
112692,Marcela Valbuena Jerez,2021-01-29,nuevo,1
101554,Graciana Cáceres,2020-04-20,nuevo,0
105875,Máxima Calzada Riba,2020-07-22,nuevo,0
108433,Saturnino Ibarra,2023-12-18,nuevo,0
108976,Wálter Salas,2021-03-23,nuevo,0
114019,Fabio Corral Mora,2023-10-02,nuevo,1
115183,Vito Sancho Alonso Vázquez,2023-05-03,nuevo,0
109170,Severino Aguilar Girona,2020-10-07,nuevo,0
114452,Delia Puig-Bermejo,2020-11-05,nuevo,0
105696,Íngrid Flores-Conesa,2022-06-27,nuevo,1
102942,Jesús Guillermo Galan Querol,2020-06-23,nuevo,0
110356,José Ángel Salazar Ruiz,2022-06-01,nuevo,0
110393,Petrona Machado Álamo,2022-02-19,nuevo,0
112544,Jose Ramón Nicolau-Beltrán,2021-07-08,nuevo,0
101621,Francisco Javier Vilar Rodrigo,2023-10-06,nuevo,0
107906,Miguel Pérez Miralles,2022-11-22,nuevo,1
110960,Antonia Manrique Robles,2022-12-09,nuevo,1
109550,Soraya Bermudez-Guardiola,2023-02-01,nuevo,0
112625,Mario del Pol,2022-07-08,nuevo,0
106783,Luna Gabaldón,2021-08-20,nuevo,0
112724,Josep Peñalver,2022-05-12,nuevo,0
113678,Calista Carranza,2022-10-12,nuevo,0
110416,Odalis Aguado-Salmerón,2021-11-18,nuevo,0
101610,Vicenta Amanda Botella Acosta,2024-04-04,nuevo,0
103097,Efraín Llobet Cid,2020-10-23,nuevo,0
102416,Ani María Carmen Perea Alberola,2023-11-08,nuevo,0
110904,Belén Vallés Tena,2024-04-01,nuevo,1
102018,Encarnita Vara Murcia,2022-08-03,nuevo,1
102972,Espiridión Márquez Estevez,2020-04-25,nuevo,1
103247,Ale Barco Ortuño,2021-09-14,nuevo,0
100125,Chita Maricruz Díaz Luís,2023-02-24,nuevo,0
101107,Esther Ortuño Vega,2024-03-22,nuevo,1
101815,Leopoldo Barreda Vega,2022-07-19,nuevo,0
112139,Zaira Toledo-Capdevila,2024-08-14,nuevo,0
114266,Eutimio Pujol Ferrer,2022-02-09,nuevo,0
108791,Paulina Maldonado Alfaro,2020-07-10,nuevo,0
102124,Jordana de Royo,2022-07-24,nuevo,1
106304,Zoraida Bonilla Estevez,2021-07-01,nuevo,0
106304,Zoraida Bonilla Estevez,2021-07-01,nuevo,0
110886,Priscila Sarmiento,2021-02-08,nuevo,1
111134,Omar Ros Alberola,2020-03-01,nuevo,1
108971,Aitor Duran-Novoa,2022-10-15,nuevo,0
115047,Rosalina Carlos Pozo,2021-09-30,nuevo,0
102198,Eusebia Bayo-Canet,2024-08-24,nuevo,0
104052,Claudia Alba Maldonado Nicolás,2023-12-18,nuevo,0
101217,Bernardino Zamora Lucas,2021-08-19,nuevo,0
107702,Judith Cobos Narváez,2021-05-29,nuevo,0
100726,Anabel del Acero,2022-03-04,nuevo,0
109171,Mercedes Tejada Monreal,2024-05-05,regular,2
100809,Segismundo Nebot Galván,2020-08-25,nuevo,0
111660,Saturnina Barco-Bellido,2023-04-19,nuevo,0
110836,Inocencio Sierra-Manuel,2022-06-08,nuevo,0
104907,Rosalina Fabra,2021-11-02,nuevo,0
110989,Bernardita Alberto Artigas,2022-09-06,nuevo,1
115208,Marcos Olmo-Dalmau,2021-08-10,nuevo,1
103963,Cristian Araujo Pons,2023-07-05,nuevo,1
112055,Gracia Valbuena Andres,2023-08-06,nuevo,0
102672,Marisa Mesa Costa,2024-05-06,nuevo,0
109899,Felix Ponce,2020-11-22,nuevo,0
109428,Manuelita del Palau,2024-02-20,nuevo,1
109418,Martirio Muro Alcalde,2024-05-28,nuevo,0
101765,Reinaldo Pomares Macías,2023-04-02,regular,2
111130,Heliodoro Caparrós,2022-06-06,nuevo,0
100608,Visitación Barberá,2020-05-04,nuevo,1
109800,Natividad Adoración Haro Jover,2024-03-02,regular,2
110085,Nazaret Morata-Amigó,2021-06-21,regular,2
103218,José del Rey,2020-06-07,nuevo,0
105738,Toribio Carreras Coello,2020-03-30,regular,2
108480,Fausto Yáñez Cañete,2020-03-25,nuevo,0
102054,Seve Leiva-Alberto,2021-06-07,nuevo,0
103165,Odalis Manjón,2023-08-28,nuevo,0
110910,Dionisio Gomis Arrieta,2021-06-11,nuevo,1
111920,Lola Leticia Amo Caro,2023-11-22,nuevo,0
113852,Severo Riquelme Lastra,2024-05-19,nuevo,1
101658,María Belén Arco Polo,2020-09-15,regular,2
108070,Rita Olimpia Anaya Martín,2020-12-25,nuevo,1
108645,Aarón Damián Porras Luján,2020-05-30,nuevo,0
102711,Adolfo Tudela-Peral,2024-03-09,nuevo,0
114273,Rosendo Llobet Cañizares,2024-06-17,nuevo,0
107550,Desiderio Arribas,2023-07-24,nuevo,0
104267,Delfina Valverde Lluch,2023-09-07,nuevo,0
106716,Lara Miguel Company,2021-04-17,nuevo,1
100423,Julia Carvajal Benítez,2021-04-08,regular,2
105317,Damián del Silva,2023-05-04,regular,2
108850,Elpidio del Delgado,2023-03-12,regular,2
109674,Marina Tania Andrés Nadal,2022-08-24,nuevo,0
102846,Nayara Vara-Benet,2024-08-17,nuevo,0
104067,Melchor Roselló,2024-02-04,nuevo,0
113720,Chita de Quero,2023-01-07,nuevo,0
105245,Miriam Serra Solano,2020-10-13,nuevo,1
101002,Edu Matas Benavides,2023-05-05,nuevo,0
104199,Encarnación Navarrete Querol,2022-02-16,nuevo,1
102419,Rubén Quevedo,2022-04-26,nuevo,0
112159,Aitana Gisela Vaquero Ariño,2024-03-21,nuevo,0
103576,Delfina Iniesta-Quintero,2021-01-11,regular,2
106727,Víctor Ibañez Pascual,2021-10-09,nuevo,1
103848,Vasco Bermúdez,2024-01-10,nuevo,0
100962,Iván del Rodríguez,2020-06-22,regular,3
109993,Luna Nuñez Donoso,2020-09-15,nuevo,0
110837,Fanny Arnal Izquierdo,2024-04-28,regular,2
100955,Virginia Angulo Roca,2023-03-30,regular,2
100955,Virginia Angulo Roca,2023-03-30,regular,2
100758,Esmeralda Real Molina,2021-05-04,nuevo,1
105314,Ambrosio Mercader Cervantes,2024-07-25,regular,2
102285,África Ángela Tovar Sarmiento,2021-07-14,nuevo,0
113078,Caridad Menendez Cantero,2020-10-30,nuevo,0
111504,Ester de Conesa,2024-05-04,nuevo,0
104828,Rosalinda del Clemente,2023-12-17,nuevo,0
113791,Roxana Roda Valencia,2023-01-20,nuevo,1
103908,Candelaria del Portero,2023-09-04,nuevo,0
107024,Pepito Morata-Sevilla,2022-03-13,nuevo,1
101957,Jose Cantón Ayuso,2021-02-10,nuevo,0
109344,Fabiola del Garrido,2022-11-12,nuevo,1
110651,Jafet Torrents Galván,2022-11-28,nuevo,0
113782,Victor Arana Acuña,2023-05-27,nuevo,0
102403,Eladio Simó Guillen,2022-12-27,nuevo,0
101074,Teodosio Espinosa Sanabria,2024-06-16,regular,2
106525,Cornelio Catalá-Acedo,2021-07-28,nuevo,1
113248,Josefina Agustí-Ayala,2023-01-18,nuevo,0
108096,Rico Salazar Castejón,2020-05-26,nuevo,0
111598,René Manrique Lillo,2020-07-04,nuevo,0
113582,Dimas Boada-Cantón,2020-12-01,nuevo,1
111636,Quique Machado Gonzalo,2021-10-25,nuevo,0
112428,Elba Velázquez,2021-07-01,nuevo,0
101004,Adelaida del Solís,2024-01-29,nuevo,0
107659,Eutropio Egea Martínez,2023-02-08,nuevo,1
114174,Haydée Barbero-Estévez,2023-11-21,nuevo,0
107567,Marisol Corbacho Muro,2021-07-06,nuevo,1
109678,Prudencio Agustín Tomas,2021-09-30,nuevo,0
114381,Renata Zapata Capdevila,2022-06-01,regular,2
105369,Néstor Gonzalo,2023-09-09,nuevo,0
112570,Leticia Ferrera Abascal,2023-10-09,nuevo,1
109604,Domitila Perez Luís,2023-01-28,regular,2
106290,Pascuala de Colom,2021-05-04,nuevo,0
111337,Octavia Elba Pedrosa Arco,2021-11-04,nuevo,1
114064,Felicia Bernarda Montesinos Verdú,2022-07-20,nuevo,0
115156,Sancho Abril,2024-07-01,nuevo,0
100986,Herminia de Gomis,2020-05-19,nuevo,0
111506,Bernardino del Borja,2021-07-20,regular,2
111913,Eligio Ribas Márquez,2020-07-26,nuevo,0
107385,Florencia Verdugo-Fábregas,2021-01-22,nuevo,1
110831,Nicanor Aranda-Daza,2020-05-25,nuevo,0
114225,Vidal Viana-Benavente,2023-09-14,nuevo,0
114347,Dorita Guijarro Asensio,2024-03-09,nuevo,0
115199,Eusebia Delgado Ródenas,2024-08-23,nuevo,0
109461,Aroa Maldonado Arévalo,2021-08-13,nuevo,1
102463,Eligio Marquez Bernat,2022-11-26,nuevo,0
100269,Lorenzo Jaime Nebot Pi,2024-04-03,nuevo,1
107963,Mayte Rubio Torralba,2023-05-29,nuevo,0
103581,Josué Ferreras Uría,2021-05-07,nuevo,1
100072,Rosenda Encarnación Llopis Roda,2022-01-25,nuevo,1
113625,Candelaria Barberá Luz,2020-12-28,nuevo,0
112649,Azucena del Castro,2023-01-04,nuevo,0
111986,Carla Avilés Camacho,2021-09-25,nuevo,0
102822,Adolfo Renato Acevedo Camps,2020-12-03,regular,2
113975,Rufino del Carro,2022-01-27,nuevo,0
100590,Anabel Bas Bonet,2023-11-16,nuevo,1
113795,Emma Galindo-Vicente,2023-04-07,nuevo,0
111479,Aurelia Carbajo,2024-02-03,nuevo,0
112084,Marco Abella Paz,2021-06-05,nuevo,0
103759,Albert Armengol Muro,2021-04-04,nuevo,0
106846,Abilio Barberá Falcó,2021-07-10,nuevo,1
102029,Wilfredo Hernando Sandoval,2021-05-04,nuevo,1
108870,Nicolás Sedano Olivares,2020-05-02,nuevo,0
110687,Berta Aller Aguilera,2024-02-28,nuevo,1
114494,Clarisa de Boada,2022-04-15,nuevo,0
105455,Nayara Domínguez Palau,2024-04-29,regular,2
